day,date,tender,value
Friday,2024-11-15,Integrated EFTPOS,3918.05
Friday,2024-11-15,Mail Order Pickup,81.99
Saturday,2024-11-16,CASH,232.0
Saturday,2024-11-16,Integrated EFTPOS,3543.9
Sunday,2024-11-17,Gift Voucher,20.0
Sunday,2024-11-17,Integrated EFTPOS,3342.69
Monday,2024-11-18,Birthday Voucher Refund,20.0
Monday,2024-11-18,CASH,220.0
Monday,2024-11-18,Integrated EFTPOS,1845.82
Monday,2024-11-18,PayPal,-99.0
Tuesday,2024-11-19,Integrated EFTPOS,2882.36
Wednesday,2024-11-20,Integrated EFTPOS,2278.85
Thursday,2024-11-21,Afterpay POS API Payment,-194.98
Thursday,2024-11-21,Gift Voucher,87.51
Thursday,2024-11-21,Integrated EFTPOS,3075.25
Friday,2024-11-22,CASH,135.0
Friday,2024-11-22,Gift Voucher,40.0
Friday,2024-11-22,Integrated EFTPOS,5053.84
Saturday,2024-11-23,CASH,198.0
Saturday,2024-11-23,Gift Voucher,40.0
Saturday,2024-11-23,Integrated EFTPOS,6148.5
Sunday,2024-11-24,Integrated EFTPOS,4068.74
Monday,2024-11-25,Integrated EFTPOS,3078.28
Monday,2024-11-25,Mail Order Pickup,376.49
Tuesday,2024-11-26,CASH,383.95
Tuesday,2024-11-26,Integrated EFTPOS,4638.22
Tuesday,2024-11-26,Mail Order Pickup,104.99
Wednesday,2024-11-27,Afterpay POS API Payment,-299.99
Wednesday,2024-11-27,CASH,50.0
Wednesday,2024-11-27,Integrated EFTPOS,5246.2
Wednesday,2024-11-27,Mail Order Pickup,149.98
Thursday,2024-11-28,CASH,202.0
Thursday,2024-11-28,Gift Voucher,200.0
Thursday,2024-11-28,Integrated EFTPOS,4045.62
Thursday,2024-11-28,Mail Order Pickup,59.0
Friday,2024-11-29,CASH,882.45
Friday,2024-11-29,Integrated EFTPOS,7083.29
Friday,2024-11-29,Mail Order Pickup,198.0
Saturday,2024-11-30,Gift Voucher,40.0
Saturday,2024-11-30,Integrated EFTPOS,5352.16
Sunday,2024-12-01,CASH,299.0
Sunday,2024-12-01,Integrated EFTPOS,5443.58
Monday,2024-12-02,Integrated EFTPOS,5031.41
Monday,2024-12-02,PayPal,-171.49
Tuesday,2024-12-03,Integrated EFTPOS,1232.38
Tuesday,2024-12-03,Mail Order Pickup,198.0
Tuesday,2024-12-03,PayPal,-8.49
Wednesday,2024-12-04,Account,804.95
Wednesday,2024-12-04,Integrated EFTPOS,1717.37
Thursday,2024-12-05,Account,599.96
Thursday,2024-12-05,CASH,81.0
Thursday,2024-12-05,Integrated EFTPOS,1329.37
Friday,2024-12-06,Account,499.98
Friday,2024-12-06,Integrated EFTPOS,3089.72
Friday,2024-12-06,Mail Order Pickup,99.0
Saturday,2024-12-07,CASH,100.0
Saturday,2024-12-07,Gift Voucher,99.99
Saturday,2024-12-07,Integrated EFTPOS,3823.77
Sunday,2024-12-08,Integrated EFTPOS,4714.43
Monday,2024-12-09,Integrated EFTPOS,2341.86
Tuesday,2024-12-10,Account,209.98
Tuesday,2024-12-10,Gift Voucher,20.0
Tuesday,2024-12-10,Integrated EFTPOS,2849.09
Wednesday,2024-12-11,CASH,100.0
Wednesday,2024-12-11,Integrated EFTPOS,4020.35
Thursday,2024-12-12,Integrated EFTPOS,2805.75
Thursday,2024-12-12,Mail Order Pickup,194.98
Friday,2024-12-13,Account,200.0
Friday,2024-12-13,CASH,296.95
Friday,2024-12-13,Gift Voucher,40.0
Friday,2024-12-13,Integrated EFTPOS,5246.09
Friday,2024-12-13,Mail Order Pickup,88.0
Saturday,2024-12-14,CASH,129.0
Saturday,2024-12-14,Eftpos card,-119.99
Saturday,2024-12-14,Gift Voucher,195.0
Saturday,2024-12-14,Integrated EFTPOS,4809.58
Sunday,2024-12-15,Account,275.01
Sunday,2024-12-15,Afterpay POS API Payment,-103.99
Sunday,2024-12-15,Integrated EFTPOS,3974.76
Sunday,2024-12-15,PayPal,-174.99
Monday,2024-12-16,Integrated EFTPOS,2487.24
Monday,2024-12-16,Mail Order Pickup,233.99
Tuesday,2024-12-17,Integrated EFTPOS,3600.88
Tuesday,2024-12-17,PayPal,-99.0
Wednesday,2024-12-18,Account,79.99
Wednesday,2024-12-18,CASH,394.95
Wednesday,2024-12-18,Integrated EFTPOS,5784.84
Wednesday,2024-12-18,Mail Order Pickup,69.0
Wednesday,2024-12-18,PayPal,-174.99
Thursday,2024-12-19,CASH,89.0
Thursday,2024-12-19,Integrated EFTPOS,4922.75
Thursday,2024-12-19,Mail Order Pickup,248.99
Friday,2024-12-20,CASH,59.0
Friday,2024-12-20,Gift Voucher,104.99
Friday,2024-12-20,Integrated EFTPOS,6189.79
Saturday,2024-12-21,Gift Voucher,40.0
Saturday,2024-12-21,Integrated EFTPOS,9730.56
Sunday,2024-12-22,CASH,317.0
Sunday,2024-12-22,Integrated EFTPOS,8076.68
Monday,2024-12-23,Afterpay POS API Payment,-104.99
Monday,2024-12-23,CASH,50.0
Monday,2024-12-23,Integrated EFTPOS,7995.73
Monday,2024-12-23,Mail Order Pickup,501.99
Tuesday,2024-12-24,CASH,100.0
Tuesday,2024-12-24,Integrated EFTPOS,9333.49
Tuesday,2024-12-24,Mail Order Pickup,111.99
Thursday,2024-12-26,Gift Voucher,131.99
Thursday,2024-12-26,Integrated EFTPOS,2316.87
Friday,2024-12-27,Gift Voucher,598.97
Friday,2024-12-27,Integrated EFTPOS,2413.43
Friday,2024-12-27,Mail Order Pickup,111.99
Friday,2024-12-27,PayPal,-8.0
Saturday,2024-12-28,Integrated EFTPOS,2683.87
Sunday,2024-12-29,CASH,200.0
Sunday,2024-12-29,Gift Voucher,100.0
Sunday,2024-12-29,Integrated EFTPOS,2573.36
Monday,2024-12-30,Integrated EFTPOS,4458.82
Monday,2024-12-30,Mail Order Pickup,188.99
Tuesday,2024-12-31,CASH,99.0
Tuesday,2024-12-31,Integrated EFTPOS,4231.21
Tuesday,2024-12-31,Mail Order Pickup,593.98
Tuesday,2024-12-31,PayPal,-138.0
Thursday,2025-01-02,Integrated EFTPOS,4629.07
Friday,2025-01-03,Gift Voucher,79.0
Friday,2025-01-03,Integrated EFTPOS,2137.28
Friday,2025-01-03,PayPal,-119.0
Saturday,2025-01-04,CASH,234.0
Saturday,2025-01-04,Gift Voucher,20.0
Saturday,2025-01-04,Integrated EFTPOS,3589.79
Sunday,2025-01-05,Gift Voucher,20.0
Sunday,2025-01-05,Integrated EFTPOS,1720.09
Monday,2025-01-06,Gift Voucher,40.0
Monday,2025-01-06,Integrated EFTPOS,2266.06
Monday,2025-01-06,Mail Order Pickup,224.98
Monday,2025-01-06,PayPal,-143.2
Tuesday,2025-01-07,Account,149.99
Tuesday,2025-01-07,Gift Voucher,250.0
Tuesday,2025-01-07,Integrated EFTPOS,1846.08
Wednesday,2025-01-08,Gift Voucher,20.0
Wednesday,2025-01-08,Integrated EFTPOS,1398.49
Thursday,2025-01-09,Gift Voucher,220.0
Thursday,2025-01-09,Integrated EFTPOS,719.24
Friday,2025-01-10,Account,82.6
Friday,2025-01-10,Gift Voucher,46.99
Friday,2025-01-10,Integrated EFTPOS,1494.41
Friday,2025-01-10,Mail Order Pickup,80.99
Friday,2025-01-10,PayPal,-120.19
Saturday,2025-01-11,CASH,135.0
Saturday,2025-01-11,Integrated EFTPOS,2887.67
Sunday,2025-01-12,Afterpay POS API Payment,-65.55
Sunday,2025-01-12,Gift Voucher,20.0
Sunday,2025-01-12,Integrated EFTPOS,969.61
Monday,2025-01-13,CASH,100.0
Monday,2025-01-13,Gift Voucher,83.3
Monday,2025-01-13,Integrated EFTPOS,1392.03
Monday,2025-01-13,Mail Order Pickup,527.96
Tuesday,2025-01-14,Gift Voucher,40.0
Tuesday,2025-01-14,Integrated EFTPOS,1567.07
Wednesday,2025-01-15,Account,149.99
Wednesday,2025-01-15,Integrated EFTPOS,1511.71
Wednesday,2025-01-15,Mail Order Pickup,116.99
Thursday,2025-01-16,Integrated EFTPOS,752.49
Friday,2025-01-17,Account,59.99
Friday,2025-01-17,Gift Voucher,169.99
Friday,2025-01-17,Integrated EFTPOS,1251.9
Friday,2025-01-17,PayPal,-139.3
Saturday,2025-01-18,Account,250.0
Saturday,2025-01-18,Gift Voucher,40.0
Saturday,2025-01-18,Integrated EFTPOS,3775.93
Saturday,2025-01-18,PayPal,-99.0
Sunday,2025-01-19,Account,289.98
Sunday,2025-01-19,CASH,80.0
Sunday,2025-01-19,Integrated EFTPOS,1029.96
Sunday,2025-01-19,PayPal,-809.94
Monday,2025-01-20,CASH,130.0
Monday,2025-01-20,Gift Voucher,20.0
Monday,2025-01-20,Integrated EFTPOS,2642.64
Monday,2025-01-20,Mail Order Pickup,79.99
Tuesday,2025-01-21,Integrated EFTPOS,155.42
Tuesday,2025-01-21,Mail Order Pickup,166.6
Wednesday,2025-01-22,Integrated EFTPOS,1557.1
Wednesday,2025-01-22,Mail Order Pickup,74.99
Thursday,2025-01-23,Integrated EFTPOS,1882.09
Thursday,2025-01-23,Mail Order Pickup,112.49
Friday,2025-01-24,CASH,105.0
Friday,2025-01-24,Integrated EFTPOS,3490.02
Friday,2025-01-24,Mail Order Pickup,152.99
Friday,2025-01-24,PayPal,-69.3
Saturday,2025-01-25,Afterpay POS API Payment,-127.74
Saturday,2025-01-25,Gift Voucher,20.0
Saturday,2025-01-25,Integrated EFTPOS,2300.28
Sunday,2025-01-26,Integrated EFTPOS,762.01
Tuesday,2025-01-28,Integrated EFTPOS,633.96
Tuesday,2025-01-28,Mail Order Pickup,244.47
Wednesday,2025-01-29,Gift Voucher,20.0
Wednesday,2025-01-29,Integrated EFTPOS,598.95
Thursday,2025-01-30,Integrated EFTPOS,1707.08
Friday,2025-01-31,Gift Voucher,40.0
Friday,2025-01-31,Integrated EFTPOS,4054.23
Friday,2025-01-31,Mail Order Pickup,260.98
Saturday,2025-02-01,CASH,270.0
Saturday,2025-02-01,Gift Voucher,20.0
Saturday,2025-02-01,Integrated EFTPOS,2836.8
Sunday,2025-02-02,Integrated EFTPOS,1622.88
Monday,2025-02-03,Integrated EFTPOS,956.42
Monday,2025-02-03,Mail Order Pickup,89.99
Monday,2025-02-03,PayPal,-89.0
Tuesday,2025-02-04,Account,1579.91
Tuesday,2025-02-04,Gift Voucher,20.0
Tuesday,2025-02-04,Integrated EFTPOS,2174.29
Tuesday,2025-02-04,Mail Order Pickup,269.98
Wednesday,2025-02-05,Gift Voucher,20.0
Wednesday,2025-02-05,Integrated EFTPOS,1115.9
Thursday,2025-02-06,CASH,120.0
Thursday,2025-02-06,Integrated EFTPOS,4903.12
Friday,2025-02-07,Account,250.0
Friday,2025-02-07,Integrated EFTPOS,3057.72
Friday,2025-02-07,Mail Order Pickup,263.98
Saturday,2025-02-08,Gift Voucher,20.0
Saturday,2025-02-08,Integrated EFTPOS,1727.8
Sunday,2025-02-09,CASH,650.0
Sunday,2025-02-09,Gift Voucher,20.0
Sunday,2025-02-09,Integrated EFTPOS,1773.52
Monday,2025-02-10,Gift Voucher,155.98
Monday,2025-02-10,Integrated EFTPOS,1698.58
Monday,2025-02-10,Mail Order Pickup,753.93
Tuesday,2025-02-11,Gift Voucher,502.99
Tuesday,2025-02-11,Integrated EFTPOS,1402.83
Tuesday,2025-02-11,Mail Order Pickup,125.99
Wednesday,2025-02-12,Integrated EFTPOS,3131.78
Thursday,2025-02-13,Account,209.98
Thursday,2025-02-13,Integrated EFTPOS,1123.89
Friday,2025-02-14,CASH,85.0
Friday,2025-02-14,Integrated EFTPOS,457.92
Friday,2025-02-14,Mail Order Pickup,71.99
Saturday,2025-02-15,Account,40.0
Saturday,2025-02-15,Integrated EFTPOS,2058.31
Sunday,2025-02-16,Gift Voucher,20.0
Sunday,2025-02-16,Integrated EFTPOS,5080.59
Monday,2025-02-17,Integrated EFTPOS,1323.89
Monday,2025-02-17,Mail Order Pickup,557.46
Tuesday,2025-02-18,Integrated EFTPOS,992.92
Tuesday,2025-02-18,Mail Order Pickup,79.99
Wednesday,2025-02-19,CASH,160.0
Wednesday,2025-02-19,Integrated EFTPOS,1770.54
Thursday,2025-02-20,Gift Voucher,20.0
Thursday,2025-02-20,Integrated EFTPOS,851.95
Thursday,2025-02-20,Mail Order Pickup,119.99
Friday,2025-02-21,Gift Voucher,20.0
Friday,2025-02-21,Integrated EFTPOS,1777.35
Saturday,2025-02-22,Integrated EFTPOS,3131.76
Saturday,2025-02-22,PayPal,-349.98
Sunday,2025-02-23,Gift Voucher,20.0
Sunday,2025-02-23,Integrated EFTPOS,2816.24
Monday,2025-02-24,CASH,136.0
Monday,2025-02-24,Integrated EFTPOS,1003.9
Monday,2025-02-24,Mail Order Pickup,125.99
Tuesday,2025-02-25,Integrated EFTPOS,1399.38
Wednesday,2025-02-26,CASH,200.0
Wednesday,2025-02-26,Integrated EFTPOS,2137.32
Wednesday,2025-02-26,Mail Order Pickup,149.99
Thursday,2025-02-27,Gift Voucher,170.0
Thursday,2025-02-27,Integrated EFTPOS,2591.73
Thursday,2025-02-27,Mail Order Pickup,187.48
Friday,2025-02-28,Gift Voucher,220.0
Friday,2025-02-28,Integrated EFTPOS,1582.59
Friday,2025-02-28,Mail Order Pickup,119.99
Saturday,2025-03-01,CASH,128.0
Saturday,2025-03-01,Integrated EFTPOS,3177.73
Sunday,2025-03-02,Gift Voucher,65.03
Sunday,2025-03-02,Integrated EFTPOS,3015.67
Monday,2025-03-03,Gift Voucher,20.0
Monday,2025-03-03,Integrated EFTPOS,5093.6
Tuesday,2025-03-04,Gift Voucher,20.0
Tuesday,2025-03-04,Integrated EFTPOS,834.94
Wednesday,2025-03-05,Integrated EFTPOS,5052.7
Thursday,2025-03-06,Gift Voucher,20.0
Thursday,2025-03-06,Integrated EFTPOS,1559.89
Friday,2025-03-07,Account,329.98
Friday,2025-03-07,Gift Voucher,20.0
Friday,2025-03-07,Integrated EFTPOS,2121.92
Saturday,2025-03-08,CASH,100.0
Saturday,2025-03-08,Gift Voucher,20.0
Saturday,2025-03-08,Integrated EFTPOS,3480.89
Sunday,2025-03-09,Integrated EFTPOS,3588.84
Monday,2025-03-10,Integrated EFTPOS,895.95
Tuesday,2025-03-11,CASH,-45.0
Tuesday,2025-03-11,Integrated EFTPOS,2022.34
Wednesday,2025-03-12,Gift Voucher,40.0
Wednesday,2025-03-12,Integrated EFTPOS,3914.23
Wednesday,2025-03-12,Mail Order Pickup,138.0
Thursday,2025-03-13,Account,40.84
Thursday,2025-03-13,Integrated EFTPOS,3301.62
Thursday,2025-03-13,Mail Order Pickup,158.0
Friday,2025-03-14,Gift Voucher,40.0
Friday,2025-03-14,Integrated EFTPOS,967.78
Friday,2025-03-14,Mail Order Pickup,175.2
Friday,2025-03-14,PayPal,-63.2
Saturday,2025-03-15,Integrated EFTPOS,5056.76
Sunday,2025-03-16,Gift Voucher,40.0
Sunday,2025-03-16,Integrated EFTPOS,242.19
Monday,2025-03-17,Integrated EFTPOS,1259.24
Monday,2025-03-17,Mail Order Pickup,158.0
Tuesday,2025-03-18,CASH,59.0
Tuesday,2025-03-18,Integrated EFTPOS,2889.81
Wednesday,2025-03-19,Account,80.0
Wednesday,2025-03-19,CASH,447.95
Wednesday,2025-03-19,Integrated EFTPOS,1931.03
Thursday,2025-03-20,CASH,-20.0
Thursday,2025-03-20,Gift Voucher,40.0
Thursday,2025-03-20,Integrated EFTPOS,2103.82
Friday,2025-03-21,Gift Voucher,20.0
Friday,2025-03-21,Integrated EFTPOS,4817.82
Saturday,2025-03-22,CASH,-8.0
Saturday,2025-03-22,Gift Voucher,40.0
Saturday,2025-03-22,Integrated EFTPOS,4232.3
Sunday,2025-03-23,Integrated EFTPOS,1847.85
Sunday,2025-03-23,PayPal,-159.99
Monday,2025-03-24,Integrated EFTPOS,1998.81
Monday,2025-03-24,Mail Order Pickup,79.0
Tuesday,2025-03-25,Integrated EFTPOS,1505.87
Tuesday,2025-03-25,Mail Order Pickup,103.99
Wednesday,2025-03-26,CASH,50.0
Wednesday,2025-03-26,Gift Voucher,20.0
Wednesday,2025-03-26,Integrated EFTPOS,2778.77
Wednesday,2025-03-26,Mail Order Pickup,225.98
Thursday,2025-03-27,Gift Voucher,20.0
Thursday,2025-03-27,Integrated EFTPOS,1576.86
Friday,2025-03-28,CASH,100.0
Friday,2025-03-28,Integrated EFTPOS,2020.85
Saturday,2025-03-29,Integrated EFTPOS,1302.9
Sunday,2025-03-30,Gift Voucher,20.0
Sunday,2025-03-30,Integrated EFTPOS,2870.36
Monday,2025-03-31,CASH,120.0
Monday,2025-03-31,Integrated EFTPOS,2636.79
Tuesday,2025-04-01,Account,749.93
Tuesday,2025-04-01,CASH,150.0
Tuesday,2025-04-01,Gift Voucher,20.0
Tuesday,2025-04-01,Integrated EFTPOS,2648.79
Wednesday,2025-04-02,Account,319.98
Wednesday,2025-04-02,Gift Voucher,40.0
Wednesday,2025-04-02,Integrated EFTPOS,2342.81
Wednesday,2025-04-02,Mail Order Pickup,314.97
Thursday,2025-04-03,CASH,384.95
Thursday,2025-04-03,Integrated EFTPOS,1583.85
Friday,2025-04-04,Account,999.95
Friday,2025-04-04,Integrated EFTPOS,3353.15
Saturday,2025-04-05,Account,30.0
Saturday,2025-04-05,Gift Voucher,20.0
Saturday,2025-04-05,Integrated EFTPOS,2406.58
Sunday,2025-04-06,CASH,104.0
Sunday,2025-04-06,Gift Voucher,20.0
Sunday,2025-04-06,Integrated EFTPOS,2194.13
Monday,2025-04-07,Gift Voucher,20.0
Monday,2025-04-07,Integrated EFTPOS,3523.75
Monday,2025-04-07,Mail Order Pickup,532.96
Tuesday,2025-04-08,Integrated EFTPOS,3140.75
Tuesday,2025-04-08,Mail Order Pickup,127.99
Wednesday,2025-04-09,CASH,81.0
Wednesday,2025-04-09,Integrated EFTPOS,1918.85
Thursday,2025-04-10,CASH,327.95
Thursday,2025-04-10,Gift Voucher,199.99
Thursday,2025-04-10,Integrated EFTPOS,3249.71
Thursday,2025-04-10,PayPal,-159.99
Friday,2025-04-11,Account,399.99
Friday,2025-04-11,CASH,0.0
Friday,2025-04-11,Gift Voucher,20.0
Friday,2025-04-11,Integrated EFTPOS,2164.81
Friday,2025-04-11,Mail Order Pickup,193.98
Saturday,2025-04-12,Gift Voucher,70.0
Saturday,2025-04-12,Integrated EFTPOS,2431.79
Sunday,2025-04-13,CASH,276.0
Sunday,2025-04-13,Gift Voucher,20.0
Sunday,2025-04-13,Integrated EFTPOS,1623.86
Monday,2025-04-14,Afterpay POS API Payment,-63.99
Monday,2025-04-14,Integrated EFTPOS,1010.91
Monday,2025-04-14,Mail Order Pickup,111.99
Tuesday,2025-04-15,Account,150.01
Tuesday,2025-04-15,CASH,100.0
Tuesday,2025-04-15,Gift Voucher,20.0
Tuesday,2025-04-15,Integrated EFTPOS,1699.82
Wednesday,2025-04-16,Gift Voucher,111.99
Wednesday,2025-04-16,Integrated EFTPOS,2767.77
Thursday,2025-04-17,Integrated EFTPOS,4228.7
Thursday,2025-04-17,PayPal,-224.99
Saturday,2025-04-19,Integrated EFTPOS,5167.6
Monday,2025-04-21,Integrated EFTPOS,1482.9
Tuesday,2025-04-22,CASH,139.0
Tuesday,2025-04-22,Gift Voucher,20.0
Tuesday,2025-04-22,Integrated EFTPOS,1998.38
Tuesday,2025-04-22,Mail Order Pickup,135.99
Wednesday,2025-04-23,Integrated EFTPOS,1802.92
Wednesday,2025-04-23,Mail Order Pickup,63.99
Wednesday,2025-04-23,PayPal,-479.96
Thursday,2025-04-24,Account,329.98
Thursday,2025-04-24,Integrated EFTPOS,1077.92
Saturday,2025-04-26,Gift Voucher,20.0
Saturday,2025-04-26,Integrated EFTPOS,5863.68
Sunday,2025-04-27,Integrated EFTPOS,2290.89
Monday,2025-04-28,Gift Voucher,110.01
Monday,2025-04-28,Integrated EFTPOS,3064.53
Monday,2025-04-28,Mail Order Pickup,426.98
Tuesday,2025-04-29,Account,218.4
Tuesday,2025-04-29,CASH,-447.9
Tuesday,2025-04-29,Gift Voucher,20.0
Tuesday,2025-04-29,Integrated EFTPOS,2547.93
Tuesday,2025-04-29,Mail Order Pickup,247.98
Tuesday,2025-04-29,PayPal,-172.49
Wednesday,2025-04-30,CASH,60.0
Wednesday,2025-04-30,Integrated EFTPOS,2083.79
Thursday,2025-05-01,Integrated EFTPOS,1505.3
Friday,2025-05-02,Integrated EFTPOS,4679.64
Saturday,2025-05-03,Gift Voucher,20.0
Saturday,2025-05-03,Integrated EFTPOS,7056.4
Sunday,2025-05-04,CASH,60.0
Sunday,2025-05-04,Integrated EFTPOS,4402.62
Monday,2025-05-05,Integrated EFTPOS,1695.88
Monday,2025-05-05,Mail Order Pickup,569.96
Tuesday,2025-05-06,Account,169.98
Tuesday,2025-05-06,Integrated EFTPOS,1694.81
Wednesday,2025-05-07,CASH,100.0
Wednesday,2025-05-07,Gift Voucher,119.0
Wednesday,2025-05-07,Integrated EFTPOS,3950.66
Wednesday,2025-05-07,Mail Order Pickup,247.48
Thursday,2025-05-08,Gift Voucher,60.0
Thursday,2025-05-08,Integrated EFTPOS,6937.35
Thursday,2025-05-08,Mail Order Pickup,112.49
Friday,2025-05-09,CASH,242.0
Friday,2025-05-09,Gift Voucher,60.0
Friday,2025-05-09,Integrated EFTPOS,4986.86
Friday,2025-05-09,Mail Order Pickup,279.99
Saturday,2025-05-10,CASH,180.0
Saturday,2025-05-10,Gift Voucher,40.0
Saturday,2025-05-10,Integrated EFTPOS,9741.32
Saturday,2025-05-10,PayPal,-239.99
Sunday,2025-05-11,Gift Voucher,314.98
Sunday,2025-05-11,Integrated EFTPOS,4247.9
Monday,2025-05-12,Afterpay POS API Payment,-139.0
Monday,2025-05-12,CASH,195.0
Monday,2025-05-12,Gift Voucher,319.99
Monday,2025-05-12,Integrated EFTPOS,3518.19
Monday,2025-05-12,Mail Order Pickup,332.46
Tuesday,2025-05-13,Integrated EFTPOS,1730.88
Tuesday,2025-05-13,Mail Order Pickup,489.98
Wednesday,2025-05-14,Gift Voucher,20.0
Wednesday,2025-05-14,Integrated EFTPOS,2192.36
Wednesday,2025-05-14,Mail Order Pickup,47.99
Thursday,2025-05-15,CASH,319.0
Thursday,2025-05-15,Gift Voucher,20.0
Thursday,2025-05-15,Integrated EFTPOS,2721.36
Friday,2025-05-16,Gift Voucher,259.99
Friday,2025-05-16,Integrated EFTPOS,3069.86
Saturday,2025-05-17,CASH,59.0
Saturday,2025-05-17,Gift Voucher,131.99
Saturday,2025-05-17,Integrated EFTPOS,4366.25
Saturday,2025-05-17,PayPal,-135.99
Sunday,2025-05-18,CASH,685.0
Sunday,2025-05-18,Integrated EFTPOS,4882.7
Monday,2025-05-19,CASH,200.0
Monday,2025-05-19,Gift Voucher,20.0
Monday,2025-05-19,Integrated EFTPOS,4851.74
Monday,2025-05-19,Mail Order Pickup,625.97
Tuesday,2025-05-20,Account,1269.95
Tuesday,2025-05-20,CASH,70.0
Tuesday,2025-05-20,Gift Voucher,152.99
Tuesday,2025-05-20,Integrated EFTPOS,2573.36
Tuesday,2025-05-20,Mail Order Pickup,183.99
Wednesday,2025-05-21,Account,224.99
Wednesday,2025-05-21,Integrated EFTPOS,2328.39
Wednesday,2025-05-21,Mail Order Pickup,71.99
Thursday,2025-05-22,CASH,59.0
Thursday,2025-05-22,Gift Voucher,20.0
Thursday,2025-05-22,Integrated EFTPOS,2375.39
Thursday,2025-05-22,Mail Order Pickup,-71.99
Thursday,2025-05-22,PayPal,-359.99
Friday,2025-05-23,Gift Voucher,99.0
Friday,2025-05-23,Integrated EFTPOS,975.97
Friday,2025-05-23,Mail Order Pickup,301.97
Friday,2025-05-23,PayPal,-255.19
